Gender,Skin_Type,Acne,Pigmentation,Redness,Wrinkles,Blackheads,Sensitivity,Pores,Environment,Age_Group,Preference,Routine
Male,Combination,No,No,No,No,Yes,Low,Large,Humid,Teen,Minimal,Acne Control
Female,Sensitive,No,Yes,Yes,Yes,Yes,Medium,Small,Dry,Mature,Minimal,Sensitive Care
Female,Oily,No,Yes,No,No,Yes,Low,Large,Humid,Adult,Standard,Acne Control
Female,Combination,No,No,Yes,Yes,Yes,Low,Small,Dry,Teen,Minimal,Acne Control
Female,Sensitive,No,No,No,No,No,High,Large,Humid,Adult,Advanced,Sensitive Care
Female,Combination,Yes,No,No,Yes,No,Medium,Large,Moderate,Mature,Minimal,Acne Control
Female,Sensitive,No,Yes,No,No,No,High,Small,Humid,Teen,Advanced,Sensitive Care
Male,Sensitive,No,Yes,Yes,Yes,Yes,Medium,Large,Humid,Adult,Standard,Sensitive Care
Male,Combination,Yes,Yes,No,No,Yes,Low,Medium,Humid,Teen,Standard,Acne Control
Male,Sensitive,Yes,No,No,Yes,No,Medium,Large,Dry,Adult,Standard,Sensitive Care
Female,Dry,Yes,Yes,Yes,Yes,Yes,Low,Small,Moderate,Adult,Standard,Sensitive Care
Female,Oily,Yes,No,No,No,Yes,Low,Medium,Moderate,Adult,Standard,Acne Control
Female,Sensitive,No,No,No,Yes,No,High,Large,Dry,Teen,Advanced,Sensitive Care
Male,Dry,Yes,Yes,Yes,No,Yes,Low,Medium,Moderate,Mature,Advanced,Sensitive Care
Female,Sensitive,Yes,No,No,Yes,No,Low,Medium,Moderate,Mature,Standard,Sensitive Care
Male,Oily,No,No,No,No,No,Low,Small,Moderate,Teen,Advanced,Anti-Aging
Female,Sensitive,Yes,No,Yes,No,No,Medium,Large,Moderate,Mature,Standard,Sensitive Care
Female,Combination,No,Yes,No,Yes,No,Medium,Small,Dry,Teen,Standard,Anti-Aging
Male,Oily,No,Yes,No,Yes,No,Low,Medium,Dry,Adult,Standard,Anti-Aging
Female,Sensitive,No,Yes,Yes,Yes,Yes,High,Medium,Humid,Adult,Standard,Sensitive Care
Male,Combination,Yes,Yes,No,No,No,Medium,Small,Moderate,Adult,Standard,Acne Control
Female,Combination,Yes,Yes,No,No,Yes,Low,Large,Moderate,Mature,Advanced,Acne Control
Female,Sensitive,Yes,No,No,No,No,Medium,Medium,Humid,Adult,Minimal,Sensitive Care
Female,Sensitive,No,Yes,Yes,No,Yes,High,Large,Humid,Adult,Standard,Sensitive Care
Female,Combination,No,Yes,No,No,No,Low,Small,Dry,Adult,Advanced,Hydration
Male,Sensitive,No,No,No,No,No,High,Large,Dry,Mature,Advanced,Sensitive Care
Female,Sensitive,No,Yes,Yes,No,No,High,Small,Humid,Mature,Standard,Sensitive Care
Male,Combination,Yes,Yes,No,Yes,No,Medium,Large,Dry,Teen,Advanced,Acne Control
Male,Sensitive,No,No,No,Yes,No,High,Small,Moderate,Mature,Standard,Sensitive Care
Female,Oily,Yes,No,No,Yes,Yes,Low,Medium,Dry,Mature,Standard,Acne Control
Female,Dry,No,Yes,No,Yes,Yes,Low,Medium,Moderate,Adult,Minimal,Anti-Aging
Female,Combination,Yes,No,No,No,No,Medium,Small,Dry,Adult,Minimal,Acne Control
Female,Combination,Yes,Yes,No,Yes,No,Low,Large,Dry,Teen,Advanced,Acne Control
Female,Dry,No,Yes,No,Yes,Yes,Medium,Medium,Moderate,Teen,Standard,Anti-Aging
Female,Sensitive,Yes,No,Yes,Yes,Yes,Medium,Medium,Moderate,Teen,Minimal,Sensitive Care
Male,Dry,Yes,No,Yes,Yes,Yes,Low,Medium,Dry,Teen,Minimal,Sensitive Care
Female,Dry,No,No,Yes,Yes,Yes,High,Large,Dry,Mature,Advanced,Sensitive Care
Female,Oily,Yes,Yes,No,No,No,Low,Small,Humid,Teen,Minimal,Acne Control
Male,Sensitive,Yes,No,No,No,No,High,Small,Humid,Mature,Minimal,Sensitive Care
Male,Dry,Yes,Yes,No,No,No,High,Large,Dry,Mature,Advanced,Sensitive Care
Female,Dry,Yes,No,Yes,Yes,No,Medium,Medium,Moderate,Mature,Standard,Sensitive Care
Male,Combination,No,Yes,No,No,Yes,Medium,Medium,Moderate,Mature,Advanced,Acne Control
Female,Oily,Yes,Yes,Yes,No,No,Low,Small,Moderate,Teen,Standard,Acne Control
Male,Oily,No,Yes,No,Yes,No,Medium,Medium,Humid,Teen,Standard,Anti-Aging
Female,Dry,No,No,Yes,No,Yes,Low,Medium,Moderate,Mature,Standard,Sensitive Care
Female,Dry,No,Yes,Yes,No,No,Low,Small,Moderate,Adult,Standard,Sensitive Care
Female,Sensitive,No,Yes,Yes,No,Yes,High,Medium,Dry,Mature,Minimal,Sensitive Care
Female,Sensitive,No,Yes,No,Yes,No,High,Medium,Humid,Teen,Advanced,Sensitive Care
Male,Dry,Yes,No,Yes,No,Yes,Low,Large,Humid,Adult,Minimal,Sensitive Care
Male,Dry,No,Yes,Yes,No,Yes,Low,Small,Dry,Adult,Standard,Sensitive Care
Male,Combination,No,Yes,No,No,Yes,Low,Small,Moderate,Teen,Standard,Acne Control
Male,Oily,Yes,Yes,Yes,No,No,Medium,Medium,Dry,Adult,Minimal,Acne Control
Male,Dry,No,Yes,Yes,Yes,No,Low,Medium,Moderate,Teen,Minimal,Sensitive Care
Female,Combination,No,Yes,No,Yes,Yes,High,Small,Humid,Mature,Advanced,Acne Control
Female,Dry,No,Yes,Yes,No,Yes,Medium,Small,Humid,Teen,Advanced,Sensitive Care
Female,Dry,No,Yes,Yes,Yes,Yes,Medium,Large,Moderate,Adult,Minimal,Sensitive Care
Male,Sensitive,Yes,Yes,No,No,No,High,Large,Moderate,Adult,Standard,Sensitive Care
Male,Dry,No,Yes,No,Yes,No,Medium,Large,Moderate,Teen,Standard,Anti-Aging
Female,Oily,Yes,Yes,Yes,No,No,Low,Small,Humid,Adult,Advanced,Acne Control
Male,Oily,Yes,No,No,Yes,Yes,Medium,Medium,Dry,Mature,Minimal,Acne Control
Female,Sensitive,No,No,No,Yes,No,Low,Medium,Moderate,Adult,Standard,Sensitive Care
Male,Combination,No,No,Yes,No,Yes,Medium,Small,Dry,Adult,Standard,Acne Control
Male,Sensitive,No,No,Yes,No,No,High,Medium,Humid,Mature,Advanced,Sensitive Care
Male,Sensitive,No,Yes,Yes,No,Yes,Medium,Medium,Humid,Adult,Advanced,Sensitive Care
Male,Oily,No,No,No,No,Yes,Low,Large,Humid,Adult,Standard,Acne Control
Female,Combination,Yes,No,No,No,Yes,Medium,Medium,Dry,Mature,Minimal,Acne Control
Female,Dry,No,No,Yes,Yes,No,Low,Small,Humid,Adult,Minimal,Sensitive Care
Male,Sensitive,No,Yes,No,No,No,High,Small,Dry,Teen,Standard,Sensitive Care
Male,Sensitive,Yes,No,Yes,Yes,No,Medium,Medium,Moderate,Mature,Minimal,Sensitive Care
Female,Oily,Yes,No,Yes,No,Yes,Low,Medium,Dry,Mature,Standard,Acne Control
Male,Dry,No,No,No,Yes,Yes,High,Medium,Dry,Teen,Standard,Sensitive Care
Male,Combination,Yes,Yes,No,No,Yes,Medium,Small,Moderate,Adult,Standard,Acne Control
Male,Oily,Yes,No,No,No,Yes,Medium,Large,Dry,Adult,Standard,Acne Control
Female,Sensitive,Yes,No,No,No,Yes,Medium,Medium,Dry,Adult,Minimal,Sensitive Care
Male,Dry,Yes,Yes,No,Yes,No,Medium,Small,Humid,Mature,Advanced,Hydration
Male,Oily,No,Yes,No,Yes,No,Low,Large,Dry,Mature,Minimal,Anti-Aging
Male,Sensitive,No,No,Yes,Yes,Yes,High,Large,Humid,Adult,Advanced,Sensitive Care
Female,Combination,No,No,Yes,Yes,Yes,Medium,Large,Humid,Adult,Standard,Acne Control
Male,Oily,Yes,No,Yes,Yes,Yes,Low,Small,Dry,Adult,Advanced,Acne Control
Male,Oily,No,Yes,Yes,No,Yes,Low,Medium,Humid,Teen,Standard,Acne Control
Female,Combination,Yes,No,Yes,No,No,Low,Medium,Humid,Adult,Advanced,Acne Control
Female,Dry,No,No,No,Yes,No,Medium,Small,Humid,Adult,Minimal,Anti-Aging
Female,Sensitive,Yes,Yes,Yes,Yes,Yes,Medium,Medium,Dry,Adult,Minimal,Sensitive Care
Male,Sensitive,No,Yes,No,No,Yes,High,Large,Moderate,Adult,Minimal,Sensitive Care
Male,Combination,Yes,Yes,Yes,Yes,No,Low,Medium,Dry,Mature,Standard,Acne Control
Female,Dry,Yes,Yes,Yes,No,No,Medium,Small,Humid,Mature,Standard,Sensitive Care
Female,Oily,No,Yes,No,No,Yes,Medium,Medium,Dry,Mature,Minimal,Acne Control
Female,Combination,No,Yes,No,Yes,Yes,Low,Medium,Dry,Teen,Minimal,Acne Control
Female,Oily,Yes,No,No,No,No,Low,Small,Humid,Teen,Advanced,Acne Control
Male,Combination,Yes,Yes,No,No,No,Low,Medium,Dry,Teen,Advanced,Acne Control
Male,Combination,Yes,No,No,Yes,No,Medium,Small,Moderate,Teen,Advanced,Acne Control
Female,Oily,No,Yes,No,No,Yes,Medium,Small,Humid,Adult,Advanced,Acne Control
Male,Combination,Yes,No,No,Yes,Yes,Low,Small,Dry,Teen,Standard,Acne Control
Female,Oily,Yes,No,No,No,Yes,Medium,Large,Dry,Teen,Minimal,Acne Control
Male,Combination,Yes,Yes,No,Yes,No,Low,Small,Humid,Teen,Advanced,Acne Control
Male,Sensitive,No,Yes,No,No,Yes,High,Medium,Dry,Mature,Advanced,Sensitive Care
Male,Dry,Yes,No,No,Yes,No,High,Large,Moderate,Mature,Standard,Sensitive Care
Female,Dry,No,Yes,Yes,Yes,No,Low,Small,Humid,Mature,Minimal,Sensitive Care
Female,Oily,No,No,Yes,No,Yes,Low,Medium,Humid,Teen,Standard,Acne Control
Male,Dry,No,Yes,No,Yes,Yes,Low,Large,Dry,Mature,Minimal,Anti-Aging
Male,Sensitive,No,No,Yes,No,No,Low,Small,Dry,Adult,Advanced,Sensitive Care
Male,Oily,No,No,No,No,No,Low,Large,Humid,Adult,Minimal,Acne Control
Female,Oily,No,No,Yes,Yes,No,Low,Large,Moderate,Mature,Standard,Sensitive Care
Female,Dry,Yes,Yes,Yes,Yes,Yes,Medium,Medium,Humid,Teen,Minimal,Sensitive Care
Male,Dry,Yes,No,Yes,Yes,No,Low,Small,Moderate,Mature,Advanced,Sensitive Care
Male,Sensitive,Yes,No,Yes,Yes,No,High,Small,Moderate,Adult,Standard,Sensitive Care
Female,Combination,No,Yes,No,Yes,No,Low,Small,Moderate,Teen,Standard,Anti-Aging
Female,Sensitive,No,No,Yes,No,Yes,Medium,Medium,Humid,Adult,Minimal,Sensitive Care
Male,Dry,Yes,Yes,Yes,No,Yes,Medium,Small,Moderate,Mature,Advanced,Sensitive Care
Male,Combination,No,No,Yes,No,No,High,Small,Moderate,Mature,Standard,Sensitive Care
Male,Oily,Yes,No,Yes,No,No,Low,Large,Moderate,Teen,Advanced,Acne Control
Male,Sensitive,No,Yes,Yes,No,No,High,Large,Moderate,Mature,Minimal,Sensitive Care
Male,Sensitive,Yes,No,Yes,No,Yes,High,Large,Moderate,Adult,Standard,Sensitive Care
Female,Oily,No,Yes,No,Yes,Yes,Low,Large,Dry,Teen,Advanced,Acne Control
Female,Sensitive,Yes,Yes,Yes,Yes,Yes,High,Large,Humid,Adult,Advanced,Sensitive Care
Male,Combination,No,No,No,Yes,No,Low,Large,Humid,Teen,Standard,Anti-Aging
Female,Combination,No,No,Yes,No,Yes,Low,Small,Humid,Teen,Minimal,Acne Control
Male,Sensitive,No,No,No,Yes,No,High,Large,Moderate,Mature,Standard,Sensitive Care
Female,Dry,Yes,No,Yes,Yes,No,Low,Large,Humid,Mature,Standard,Sensitive Care
Male,Sensitive,Yes,Yes,No,No,Yes,High,Medium,Humid,Adult,Standard,Sensitive Care
Female,Oily,Yes,No,Yes,Yes,No,Low,Small,Humid,Adult,Advanced,Acne Control
Female,Sensitive,Yes,No,No,No,No,Medium,Small,Humid,Teen,Standard,Sensitive Care
Male,Sensitive,Yes,Yes,No,No,No,High,Medium,Humid,Teen,Advanced,Sensitive Care
Female,Oily,No,No,No,No,Yes,Low,Small,Dry,Adult,Standard,Acne Control
Female,Sensitive,No,Yes,Yes,No,No,High,Medium,Dry,Mature,Minimal,Sensitive Care
Female,Combination,No,Yes,No,No,No,Medium,Medium,Dry,Teen,Advanced,Hydration
Male,Oily,No,Yes,Yes,No,No,High,Large,Dry,Teen,Standard,Sensitive Care
Male,Oily,No,No,Yes,Yes,Yes,Medium,Medium,Moderate,Teen,Advanced,Acne Control
Female,Dry,Yes,Yes,Yes,No,Yes,Medium,Small,Dry,Mature,Standard,Sensitive Care
Female,Sensitive,Yes,No,No,Yes,Yes,High,Small,Dry,Adult,Standard,Sensitive Care
Female,Combination,Yes,No,Yes,No,Yes,High,Large,Dry,Mature,Minimal,Acne Control
Female,Dry,No,Yes,No,Yes,No,Low,Small,Humid,Mature,Minimal,Anti-Aging
Male,Sensitive,No,No,No,Yes,No,Low,Small,Dry,Mature,Minimal,Sensitive Care
Male,Oily,Yes,Yes,No,No,No,Low,Large,Moderate,Adult,Standard,Acne Control
Female,Combination,Yes,Yes,Yes,Yes,No,Low,Large,Dry,Adult,Minimal,Acne Control
Female,Combination,Yes,Yes,No,Yes,Yes,Medium,Medium,Moderate,Mature,Advanced,Acne Control
Female,Dry,Yes,No,Yes,Yes,Yes,Medium,Medium,Dry,Adult,Standard,Sensitive Care
Male,Oily,No,Yes,No,Yes,Yes,Low,Medium,Humid,Teen,Advanced,Acne Control
Female,Oily,Yes,No,Yes,Yes,No,Low,Medium,Humid,Teen,Standard,Acne Control
Female,Combination,Yes,No,No,No,No,Medium,Small,Dry,Mature,Advanced,Acne Control
Female,Oily,No,Yes,No,No,No,Low,Large,Dry,Teen,Minimal,Hydration
Female,Oily,Yes,No,No,Yes,No,Medium,Medium,Dry,Mature,Advanced,Acne Control
Female,Combination,Yes,Yes,No,Yes,No,Low,Medium,Humid,Mature,Advanced,Acne Control
Male,Dry,Yes,Yes,No,No,Yes,Low,Small,Moderate,Teen,Advanced,Hydration
Male,Sensitive,No,No,No,No,Yes,Medium,Small,Moderate,Teen,Advanced,Sensitive Care
Female,Combination,No,No,No,No,Yes,Low,Medium,Dry,Adult,Minimal,Acne Control
Female,Sensitive,No,No,Yes,Yes,No,High,Small,Moderate,Teen,Standard,Sensitive Care
Female,Oily,Yes,Yes,No,No,No,High,Small,Moderate,Mature,Minimal,Acne Control
Male,Oily,No,No,Yes,Yes,Yes,Medium,Large,Humid,Adult,Standard,Acne Control
Female,Sensitive,Yes,Yes,No,Yes,Yes,Medium,Medium,Moderate,Adult,Standard,Sensitive Care
Male,Combination,No,Yes,No,No,No,Low,Medium,Humid,Mature,Minimal,Anti-Aging
Male,Combination,Yes,No,No,Yes,No,Medium,Large,Humid,Mature,Minimal,Acne Control
Female,Dry,Yes,Yes,No,No,Yes,Medium,Medium,Dry,Mature,Advanced,Hydration
Female,Combination,Yes,No,Yes,Yes,Yes,Low,Large,Humid,Teen,Advanced,Acne Control
Male,Oily,Yes,No,No,Yes,Yes,Low,Large,Moderate,Teen,Standard,Acne Control
Female,Combination,No,Yes,No,No,Yes,Medium,Medium,Humid,Adult,Minimal,Acne Control
Female,Oily,No,Yes,No,Yes,No,Low,Large,Humid,Teen,Standard,Anti-Aging
Female,Dry,No,Yes,Yes,No,No,Low,Medium,Humid,Teen,Standard,Sensitive Care
Male,Combination,No,Yes,No,Yes,No,Low,Large,Moderate,Adult,Standard,Anti-Aging
Female,Dry,Yes,No,Yes,No,Yes,Low,Large,Dry,Adult,Standard,Sensitive Care
Female,Oily,Yes,No,No,Yes,Yes,Medium,Medium,Humid,Mature,Advanced,Acne Control
Male,Oily,No,No,Yes,No,No,High,Small,Dry,Adult,Standard,Sensitive Care
Female,Oily,No,No,Yes,Yes,Yes,Low,Small,Moderate,Adult,Advanced,Acne Control
Male,Oily,Yes,No,No,No,No,Low,Small,Moderate,Adult,Advanced,Acne Control
Male,Sensitive,No,No,Yes,Yes,Yes,Low,Small,Humid,Teen,Minimal,Sensitive Care
Female,Sensitive,No,No,No,Yes,Yes,High,Medium,Humid,Mature,Minimal,Sensitive Care
Female,Dry,Yes,No,Yes,Yes,Yes,Low,Medium,Humid,Adult,Standard,Sensitive Care
Male,Dry,No,Yes,No,No,No,Medium,Small,Humid,Adult,Advanced,Hydration
Female,Combination,Yes,Yes,Yes,No,Yes,Low,Large,Dry,Teen,Advanced,Acne Control
Female,Dry,Yes,No,No,No,Yes,Low,Large,Humid,Adult,Advanced,Hydration
Female,Combination,No,Yes,No,No,No,Low,Large,Moderate,Mature,Standard,Anti-Aging
Male,Combination,Yes,No,Yes,Yes,No,Low,Medium,Moderate,Teen,Standard,Acne Control
Female,Dry,No,No,Yes,No,Yes,Low,Medium,Moderate,Teen,Advanced,Sensitive Care
Male,Combination,Yes,Yes,Yes,Yes,Yes,Low,Large,Moderate,Adult,Standard,Acne Control
Male,Oily,No,No,Yes,No,No,High,Large,Dry,Adult,Standard,Sensitive Care
Male,Sensitive,No,No,No,Yes,Yes,High,Large,Dry,Teen,Advanced,Sensitive Care
Female,Dry,No,Yes,Yes,Yes,Yes,Low,Medium,Moderate,Adult,Standard,Sensitive Care
Female,Sensitive,No,No,No,No,No,High,Medium,Moderate,Adult,Minimal,Sensitive Care
Male,Sensitive,No,No,Yes,Yes,No,High,Small,Dry,Mature,Standard,Sensitive Care
Male,Dry,Yes,Yes,Yes,No,No,Low,Large,Humid,Teen,Standard,Sensitive Care
Female,Oily,No,Yes,No,No,Yes,Medium,Medium,Humid,Teen,Standard,Acne Control
Male,Combination,Yes,Yes,No,Yes,No,Low,Small,Moderate,Teen,Minimal,Acne Control
Female,Oily,No,Yes,No,Yes,Yes,Low,Medium,Dry,Teen,Standard,Acne Control
Male,Dry,No,No,Yes,No,Yes,Low,Medium,Humid,Teen,Standard,Sensitive Care
Female,Sensitive,No,Yes,Yes,No,No,High,Medium,Humid,Mature,Advanced,Sensitive Care
Female,Oily,No,No,No,Yes,Yes,Medium,Small,Moderate,Mature,Minimal,Acne Control
Male,Sensitive,No,No,No,Yes,No,Medium,Small,Dry,Adult,Advanced,Sensitive Care
Female,Sensitive,No,Yes,No,No,Yes,Medium,Large,Humid,Teen,Minimal,Sensitive Care
Female,Oily,No,No,No,No,No,Medium,Small,Humid,Teen,Minimal,Acne Control
Female,Sensitive,Yes,Yes,Yes,No,No,Medium,Medium,Moderate,Mature,Minimal,Sensitive Care
Female,Oily,Yes,Yes,No,No,No,Low,Large,Moderate,Teen,Advanced,Acne Control
Male,Sensitive,Yes,No,No,Yes,No,High,Large,Moderate,Teen,Advanced,Sensitive Care
Male,Oily,No,No,Yes,No,Yes,Medium,Small,Humid,Mature,Advanced,Acne Control
Male,Combination,Yes,Yes,Yes,No,Yes,Medium,Small,Dry,Adult,Advanced,Acne Control
Male,Combination,No,No,No,No,Yes,Medium,Medium,Moderate,Mature,Minimal,Acne Control
Female,Oily,Yes,No,Yes,No,Yes,Low,Large,Moderate,Teen,Advanced,Acne Control
Male,Sensitive,Yes,Yes,No,Yes,No,High,Large,Humid,Adult,Standard,Sensitive Care
Male,Sensitive,No,No,Yes,Yes,No,High,Medium,Moderate,Teen,Advanced,Sensitive Care
Female,Dry,Yes,No,No,Yes,Yes,Low,Medium,Moderate,Mature,Advanced,Hydration
Female,Dry,No,Yes,No,No,No,Low,Large,Moderate,Mature,Advanced,Anti-Aging
Female,Sensitive,Yes,No,Yes,Yes,Yes,Medium,Small,Humid,Teen,Standard,Sensitive Care
Male,Sensitive,Yes,No,No,No,Yes,High,Small,Moderate,Adult,Advanced,Sensitive Care
Female,Sensitive,No,No,Yes,No,No,High,Large,Humid,Teen,Standard,Sensitive Care
Male,Oily,Yes,Yes,Yes,No,Yes,Medium,Small,Dry,Mature,Minimal,Acne Control
Male,Sensitive,No,No,Yes,No,No,Medium,Large,Humid,Adult,Advanced,Sensitive Care
Male,Dry,No,No,No,Yes,No,Low,Medium,Moderate,Teen,Minimal,Anti-Aging
Male,Oily,Yes,Yes,No,No,No,High,Medium,Moderate,Adult,Minimal,Acne Control
Female,Oily,Yes,No,No,Yes,Yes,Low,Small,Dry,Adult,Minimal,Acne Control
Male,Sensitive,Yes,Yes,No,No,Yes,High,Medium,Humid,Mature,Advanced,Sensitive Care
Male,Dry,No,Yes,No,Yes,Yes,Low,Large,Humid,Mature,Standard,Anti-Aging
Female,Sensitive,No,No,Yes,Yes,No,High,Small,Humid,Adult,Minimal,Sensitive Care
Male,Sensitive,No,No,No,Yes,No,Low,Large,Humid,Mature,Standard,Sensitive Care
Male,Sensitive,Yes,No,Yes,No,No,Low,Large,Dry,Mature,Minimal,Sensitive Care
Male,Sensitive,Yes,No,Yes,No,No,Medium,Large,Humid,Adult,Minimal,Sensitive Care
Male,Combination,No,Yes,Yes,No,Yes,Low,Small,Moderate,Mature,Minimal,Acne Control
Female,Sensitive,No,Yes,Yes,Yes,No,High,Small,Humid,Mature,Standard,Sensitive Care
Male,Dry,No,Yes,No,No,No,Low,Medium,Dry,Mature,Advanced,Anti-Aging
Female,Dry,No,Yes,Yes,No,No,Medium,Small,Moderate,Teen,Advanced,Sensitive Care
Female,Dry,Yes,Yes,Yes,Yes,Yes,Medium,Large,Moderate,Adult,Standard,Sensitive Care
Female,Combination,Yes,No,No,No,No,Low,Medium,Humid,Teen,Advanced,Acne Control
Female,Sensitive,Yes,Yes,Yes,Yes,Yes,High,Medium,Dry,Adult,Advanced,Sensitive Care
Female,Dry,No,Yes,Yes,Yes,No,Medium,Small,Moderate,Mature,Standard,Sensitive Care
Male,Sensitive,Yes,No,No,Yes,Yes,Medium,Medium,Moderate,Mature,Minimal,Sensitive Care
Male,Dry,Yes,No,Yes,No,Yes,Low,Medium,Moderate,Teen,Standard,Sensitive Care
Female,Sensitive,Yes,Yes,Yes,No,Yes,High,Large,Humid,Adult,Standard,Sensitive Care
Female,Sensitive,Yes,No,Yes,No,No,High,Small,Humid,Teen,Standard,Sensitive Care
Male,Oily,No,Yes,Yes,Yes,Yes,Medium,Medium,Humid,Adult,Advanced,Acne Control
Male,Dry,No,Yes,Yes,No,Yes,Low,Large,Moderate,Adult,Advanced,Sensitive Care
Female,Combination,No,Yes,No,Yes,Yes,Medium,Small,Humid,Adult,Advanced,Acne Control
Female,Sensitive,No,Yes,Yes,Yes,Yes,Medium,Large,Moderate,Teen,Standard,Sensitive Care
Male,Combination,Yes,Yes,No,No,No,Medium,Medium,Moderate,Mature,Standard,Acne Control
Male,Oily,Yes,Yes,Yes,No,No,Low,Medium,Humid,Mature,Minimal,Acne Control
Male,Oily,Yes,Yes,No,No,No,Low,Medium,Dry,Teen,Minimal,Acne Control
Male,Dry,Yes,Yes,Yes,Yes,No,Medium,Large,Humid,Adult,Minimal,Sensitive Care
Female,Dry,Yes,Yes,No,No,Yes,Low,Small,Moderate,Adult,Advanced,Hydration
Male,Oily,No,Yes,Yes,No,Yes,Low,Medium,Dry,Teen,Standard,Acne Control
Male,Sensitive,Yes,Yes,Yes,No,Yes,High,Small,Humid,Teen,Minimal,Sensitive Care
Female,Dry,No,Yes,Yes,No,Yes,Low,Small,Humid,Mature,Advanced,Sensitive Care
Male,Oily,Yes,No,Yes,Yes,Yes,Low,Large,Moderate,Mature,Minimal,Acne Control
Female,Oily,Yes,No,No,No,Yes,Low,Large,Humid,Adult,Minimal,Acne Control
Female,Sensitive,Yes,No,Yes,Yes,No,High,Medium,Humid,Mature,Advanced,Sensitive Care
Male,Sensitive,Yes,No,Yes,Yes,Yes,High,Medium,Humid,Teen,Standard,Sensitive Care
Male,Sensitive,Yes,No,Yes,Yes,No,Medium,Large,Dry,Adult,Minimal,Sensitive Care
Female,Dry,Yes,No,Yes,No,Yes,Medium,Small,Humid,Mature,Minimal,Sensitive Care
Male,Sensitive,No,Yes,Yes,Yes,No,Medium,Small,Dry,Adult,Minimal,Sensitive Care
Male,Combination,No,No,No,Yes,Yes,Medium,Large,Humid,Teen,Standard,Acne Control
Male,Combination,No,No,Yes,Yes,Yes,Low,Large,Dry,Mature,Minimal,Acne Control
Male,Oily,No,Yes,No,Yes,No,Low,Medium,Dry,Teen,Minimal,Anti-Aging
Female,Sensitive,Yes,Yes,No,No,No,High,Small,Humid,Teen,Advanced,Sensitive Care
Female,Combination,No,No,No,No,Yes,Low,Small,Humid,Mature,Minimal,Acne Control
Male,Dry,Yes,Yes,Yes,Yes,No,Low,Medium,Humid,Mature,Advanced,Sensitive Care
Male,Sensitive,Yes,Yes,No,No,Yes,High,Medium,Dry,Teen,Advanced,Sensitive Care
Male,Sensitive,No,No,No,Yes,No,High,Medium,Humid,Adult,Advanced,Sensitive Care
Male,Dry,No,Yes,No,No,No,Low,Large,Moderate,Mature,Advanced,Anti-Aging
Female,Dry,Yes,Yes,Yes,No,No,Low,Small,Humid,Teen,Standard,Sensitive Care
Female,Dry,No,No,No,No,Yes,Low,Medium,Dry,Teen,Advanced,Hydration
Female,Oily,No,No,No,Yes,Yes,Low,Medium,Dry,Mature,Standard,Acne Control
Female,Oily,Yes,Yes,Yes,Yes,No,Low,Large,Moderate,Adult,Standard,Acne Control
Female,Dry,No,No,No,Yes,No,Medium,Large,Humid,Mature,Standard,Anti-Aging
Male,Sensitive,Yes,Yes,Yes,Yes,No,High,Medium,Humid,Mature,Advanced,Sensitive Care
Male,Combination,No,No,No,Yes,Yes,Low,Small,Dry,Teen,Standard,Acne Control
Female,Oily,No,Yes,No,Yes,Yes,Low,Small,Dry,Teen,Standard,Acne Control
Female,Dry,Yes,Yes,No,Yes,No,Low,Medium,Humid,Teen,Advanced,Hydration
Male,Combination,No,Yes,No,No,No,Low,Large,Humid,Teen,Standard,Sensitive Care
Male,Sensitive,Yes,No,No,Yes,Yes,High,Medium,Humid,Mature,Minimal,Sensitive Care
Male,Sensitive,Yes,Yes,Yes,No,No,Medium,Medium,Humid,Teen,Minimal,Sensitive Care
Female,Combination,No,No,No,No,No,Medium,Medium,Dry,Mature,Standard,Anti-Aging
Female,Dry,No,Yes,No,No,Yes,Low,Large,Moderate,Teen,Advanced,Hydration
Female,Dry,Yes,No,No,Yes,Yes,Medium,Large,Dry,Teen,Minimal,Hydration
Male,Combination,No,Yes,No,Yes,Yes,Low,Medium,Moderate,Adult,Minimal,Acne Control
Male,Dry,Yes,No,No,Yes,Yes,Medium,Large,Moderate,Teen,Standard,Hydration
Male,Dry,Yes,No,Yes,Yes,No,High,Medium,Humid,Teen,Advanced,Sensitive Care
Male,Oily,Yes,No,Yes,Yes,No,Medium,Large,Dry,Adult,Standard,Acne Control
Male,Oily,Yes,Yes,No,Yes,No,High,Small,Moderate,Adult,Minimal,Acne Control
Female,Sensitive,No,No,No,No,Yes,Medium,Medium,Moderate,Teen,Standard,Sensitive Care
Male,Sensitive,No,No,Yes,No,Yes,High,Small,Moderate,Mature,Standard,Sensitive Care
Female,Sensitive,No,No,No,No,Yes,High,Large,Dry,Teen,Advanced,Sensitive Care
Female,Dry,Yes,No,Yes,Yes,No,Low,Small,Dry,Teen,Minimal,Sensitive Care
Male,Oily,No,No,No,No,Yes,Low,Medium,Humid,Mature,Minimal,Acne Control
Female,Dry,Yes,No,No,Yes,Yes,Low,Large,Moderate,Adult,Standard,Hydration
Male,Sensitive,Yes,No,Yes,Yes,No,Medium,Small,Humid,Mature,Standard,Sensitive Care
Male,Dry,No,Yes,No,No,Yes,Low,Medium,Humid,Mature,Minimal,Anti-Aging
Male,Dry,Yes,No,Yes,No,Yes,Low,Small,Dry,Mature,Standard,Sensitive Care
Male,Sensitive,Yes,No,Yes,Yes,Yes,High,Large,Dry,Adult,Standard,Sensitive Care
